sample_id	reference	material_source_and_purity	synthesis_method	processing_route	sintering_temperature	sintering_duration	dopant_element	dopant_ionic_radius	dopant_valence	dopant_molar_fraction	crystal_phase	operating_temperature	conductivity
714	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	700	0.0103973690250639
715	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	700	0.0104247662356781
716	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	650	0.0056600448773256
717	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	650	0.0056651549028
718	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	600	0.00274112360910779
719	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	600	0.00278242459985558
720	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	550	0.00122483028928151
721	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	550	0.00122628323246885
722	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	500	0.000470383343903345
723	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Y/Sc	101.9/87	+3	8%/4%	c	500	0.000471093550187953
724	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	850	0.0763072795802251
725	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	850	0.0765276895053023
726	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	800	0.0518748032721999
727	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	800	0.0502921459199502
728	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	750	0.0337404502105308
729	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	750	0.0337195180013322
730	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	700	0.0203191775784245
731	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	700	0.0202979023875797
732	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	650	0.0113010840236312
733	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	650	0.011342541640249
734	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	600	0.00565202252881318
735	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	600	0.00563961525803781
736	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	550	0.00243473363379314
737	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	550	0.00237990866724346
738	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	500	0.000937451925155068
739	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Y(NO3)3·6H2O，Adamas，99.9%
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	真空抽滤	1400	5h	Y/Sc	101.9/87	+3	8%/3%	c	500	0.000873786740688648
740	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0709143343539892
741	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0710302232970428
742	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0546815053461853
743	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0545777217429629
744	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.0385422948979467
745	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.0360179281462158
746	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0248939490937881
747	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0228561447731887
748	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0146226975079645
749	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0144791010961244
750	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.00719430128749137
751	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.00662195187030556
752	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00294471446947281
753	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00269484290669787
754	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.000879571140440782
755	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.108224649671048
756	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.102639478741475
757	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0721377770425468
758	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0721551752951247
759	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.0550107524524981
760	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.0554413150514066
761	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0372849050732066
762	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0360236705465341
763	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0227963721377638
764	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0229923880256381
765	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.0117045792363306
766	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.0110393864786103
767	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00470093997756058
768	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00465791447114332
769	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.00107829952059489
770	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.0010523442013427
771	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0685592577591577
772	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0686081032900914
773	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0534923830428692
774	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0535671360429189
775	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.038772488004201
776	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.038719911909415
777	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0256523348926512
778	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0256381717106431
779	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0151043498347048
780	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0150923438284223
781	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.00777946691496421
782	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.00773812136770122
783	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00339996246167565
784	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00335878270701974
785	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.00120915099329798
786	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.00118875596015567
787	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0717731407627103
788	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	850	0.0719097667764031
789	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0603450708447631
790	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	800	0.0603472072368119
791	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.0468948603894734
792	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	750	0.046855812135512
793	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0329217313501096
794	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	700	0.0329920298951787
795	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0201716128752165
796	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	650	0.0201112187321531
797	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.0100979967065926
798	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c	600	0.0100165146699706
799	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00374917901541093
800	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	550	0.00373288356849052
801	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.000645149148471213
802	实验室自制	"ZrOCl2·8H2O，上海阿拉丁，99%；
Sc(NO3)3·xH2O，adamas，99.99%；
四甲基氢氧化铵（TMAOH），上海阿拉丁，25wt%水溶液，分析纯"	水热合成	干压成型	1400	5h	Sc	87	+3	0.11	c/r	500	0.000639025976986009
