sample_id	reference	material_source_and_purity	synthesis_method	processing_route	operating_temperature	conductivity
714	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (analytical grade, 25 wt% aqueous solution) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0103973690250639
715	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0104247662356781
716	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (analytical grade, 25 wt% aqueous solution) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	650	0.0056600448773256
717	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	650	0.0056651549028
718	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	600	0.00274112360910779
719	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were obtained from Adamas.	Hydrothermal synthesis	dry pressing	600	0.00278242459985558
720	实验室自制	ZrOCl2·8H2O (99%) and TMAOH as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	550	0.00122483028928151
721	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	550	0.00122628323246885
722	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	500	0.000470383343903345
723	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (analytical grade, 25 wt% aqueous solution) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	500	0.000471093550187953
724	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	850	0.0763072795802251
725	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	850	0.0765276895053023
726	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	800	0.0518748032721999
727	实验室自制	ZrOCl2·8H2O (99%) was supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, Sc(NO3)3·xH2O (99.99%) was supplied by adamas, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	vacuum filtration	800	0.0502921459199502
728	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	750	0.0337404502105308
729	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	750	0.0337195180013322
730	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	700	0.0203191775784245
731	实验室自制	ZrOCl2·8H2O (99%) was supplied by Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) was supplied by Adamas, Sc(NO3)3·xH2O (99.99%) was supplied by adamas, and TMAOH was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	vacuum filtration	700	0.0202979023875797
732	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous TMAOH solution (analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	650	0.0113010840236312
733	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	650	0.011342541640249
734	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	600	0.00565202252881318
735	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) from Adamas, Sc(NO3)3·xH2O (99.99%) from adamas, and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) from Shanghai Aladdin were used as received.	Hydrothermal synthesis	vacuum filtration	600	0.00563961525803781
736	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Y(NO3)3·6H2O (99.9%) from Adamas, Sc(NO3)3·xH2O (99.99%) from adamas, and tetramethylammonium hydroxide (TMAOH) from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade) were used as received.	Hydrothermal synthesis	vacuum filtration	550	0.00243473363379314
737	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	550	0.00237990866724346
738	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	vacuum filtration	500	0.000937451925155068
739	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	vacuum filtration	500	0.000873786740688648
740	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from Adamas, and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) from Shanghai Aladdin were used as received.	Hydrothermal synthesis	dry pressing	850	0.0709143343539892
741	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	850	0.0710302232970428
742	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Sc(NO3)3·xH2O (Adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) (Shanghai Aladdin, 25 wt% aqueous solution, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	800	0.0546815053461853
743	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	800	0.0545777217429629
744	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	750	0.0385422948979467
745	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	750	0.0360179281462158
746	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Sc(NO3)3·xH2O (adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) (Shanghai Aladdin, 25 wt% aqueous solution, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	700	0.0248939490937881
747	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were sourced from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was sourced from adamas.	Hydrothermal synthesis	dry pressing	700	0.0228561447731887
748	实验室自制	ZrOCl2·8H2O was supplied by Shanghai Aladdin with a purity of 99%, Sc(NO3)3·xH2O was supplied by Adamas with a purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	650	0.0146226975079645
749	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	650	0.0144791010961244
750	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	600	0.00719430128749137
751	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from Adamas, and tetramethylammonium hydroxide (TMAOH) from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	600	0.00662195187030556
752	实验室自制	ZrOCl2·8H2O was obtained from Shanghai Aladdin with a purity of 99%, Sc(NO3)3·xH2O was obtained from Adamas with a purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	550	0.00294471446947281
753	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from adamas.	Hydrothermal synthesis	dry pressing	550	0.00269484290669787
754	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	500	0.000879571140440782
755	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	850	0.108224649671048
756	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from adamas, and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) from Shanghai Aladdin were used as received.	Hydrothermal synthesis	dry pressing	850	0.102639478741475
757	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	800	0.0721377770425468
758	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Sc(NO3)3·xH2O (adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) aqueous solution (Shanghai Aladdin, 25 wt%, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	800	0.0721551752951247
759	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from adamas, and tetramethylammonium hydroxide (TMAOH) from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	750	0.0550107524524981
760	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	750	0.0554413150514066
761	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0372849050732066
762	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0360236705465341
763	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	650	0.0227963721377638
764	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	650	0.0229923880256381
765	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	600	0.0117045792363306
766	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	600	0.0110393864786103
767	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were sourced from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was sourced from Adamas.	Hydrothermal synthesis	dry pressing	550	0.00470093997756058
768	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	550	0.00465791447114332
769	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	500	0.00107829952059489
770	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	500	0.0010523442013427
771	实验室自制	ZrOCl2·8H2O was supplied by Shanghai Aladdin with a purity of 99%, Sc(NO3)3·xH2O was supplied by adamas with a purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	850	0.0685592577591577
772	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	850	0.0686081032900914
773	实验室自制	ZrOCl2·8H2O (99%) and TMAOH as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	800	0.0534923830428692
774	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	800	0.0535671360429189
775	实验室自制	ZrOCl2·8H2O (99%) was obtained from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) was obtained from adamas, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	750	0.038772488004201
776	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	750	0.038719911909415
777	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from Adamas, and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) from Shanghai Aladdin were used as starting materials.	Hydrothermal synthesis	dry pressing	700	0.0256523348926512
778	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	700	0.0256381717106431
779	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	650	0.0151043498347048
780	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from adamas.	Hydrothermal synthesis	dry pressing	650	0.0150923438284223
781	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	600	0.00777946691496421
782	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	600	0.00773812136770122
783	实验室自制	ZrOCl2·8H2O was supplied by Shanghai Aladdin with purity of 99%, Sc(NO3)3·xH2O was supplied by adamas with purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was supplied by Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	550	0.00339996246167565
784	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	550	0.00335878270701974
785	实验室自制	ZrOCl2·8H2O was obtained from Shanghai Aladdin with a purity of 99%, Sc(NO3)3·xH2O was obtained from Adamas with a purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	500	0.00120915099329798
786	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	500	0.00118875596015567
787	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	850	0.0717731407627103
788	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	850	0.0719097667764031
789	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	800	0.0603450708447631
790	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were sourced from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was sourced from Adamas.	Hydrothermal synthesis	dry pressing	800	0.0603472072368119
791	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	750	0.0468948603894734
792	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	750	0.046855812135512
793	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0329217313501096
794	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	700	0.0329920298951787
795	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution (analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	650	0.0201716128752165
796	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from adamas, and tetramethylammonium hydroxide (TMAOH) from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	650	0.0201112187321531
797	实验室自制	ZrOCl2·8H2O (99%) and a 25 wt% aqueous solution of tetramethylammonium hydroxide (TMAOH, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	600	0.0100979967065926
798	实验室自制	ZrOCl2·8H2O was obtained from Shanghai Aladdin with a purity of 99%, Sc(NO3)3·xH2O was obtained from Adamas with a purity of 99.99%, and tetramethylammonium hydroxide (TMAOH) was obtained from Shanghai Aladdin as a 25 wt% aqueous solution (analytical grade).	Hydrothermal synthesis	dry pressing	600	0.0100165146699706
799	实验室自制	ZrOCl2·8H2O (99%) from Shanghai Aladdin, Sc(NO3)3·xH2O (99.99%) from Adamas, and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution from Shanghai Aladdin were used as received.	Hydrothermal synthesis	dry pressing	550	0.00374917901541093
800	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from Adamas.	Hydrothermal synthesis	dry pressing	550	0.00373288356849052
801	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were obtained from Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was obtained from adamas.	Hydrothermal synthesis	dry pressing	500	0.000645149148471213
802	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, and Sc(NO3)3·xH2O (99.99%) was supplied by Adamas.	Hydrothermal synthesis	dry pressing	500	0.000639025976986009
803	实验室自制	ZrOCl2·8H2O (99%) and tetramethylammonium hydroxide (TMAOH) as a 25 wt% aqueous solution were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) and Sc(NO3)3·xH2O (99.99%) were supplied by Adamas.	Hydrothermal synthesis	dry pressing	850	0.0208439802425393
804	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	850	0.0207214350295227
805	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Y(NO3)3·6H2O (Adamas, 99.9%), Sc(NO3)3·xH2O (adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) (Shanghai Aladdin, 25 wt% aqueous solution, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	800	0.0138266303096805
806	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	800	0.013768947041511
807	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Y(NO3)3·6H2O (Adamas, 99.9%), Sc(NO3)3·xH2O (adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) aqueous solution (Shanghai Aladdin, 25 wt%, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	750	0.00861772169575951
808	实验室自制	ZrOCl2·8H2O (99%) and TMAOH (25 wt% aqueous solution, analytical grade) were supplied by Shanghai Aladdin, while Y(NO3)3·6H2O (99.9%) was supplied by Adamas and Sc(NO3)3·xH2O (99.99%) was supplied by adamas.	Hydrothermal synthesis	dry pressing	750	0.00861173373407107
809	实验室自制	ZrOCl2·8H2O (Shanghai Aladdin, 99%), Y(NO3)3·6H2O (Adamas, 99.9%), Sc(NO3)3·xH2O (adamas, 99.99%), and tetramethylammonium hydroxide (TMAOH) (Shanghai Aladdin, 25 wt% aqueous solution, analytical grade) were used as received.	Hydrothermal synthesis	dry pressing	700	0.00499218643844
